cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID
winnieandwang,2016-07-12 18:44,sml-str50,"路过几次没吃，这次决定试试。满意。凤凰奶糊好香好香，完全没有蛋的腥味，就是很浓郁的香，口感又滑，近期最赞的甜品只要10块钱。红豆芋头很不错，有糯又沙的口感棒棒哒。8块。甩许留山满记那些几条街好吗，广式甜品应该还是广州这边最正价格也最良心吧。
                            

		                            收起评论",非常好,很好,好,520004
Vi_lingbaby,2016-07-12 16:11,sml-str50,这间老字号的店，甜品还是一如既往的好，很足料，味道很不错,非常好,非常好,非常好,520004
大佛爷吉祥,2016-07-11 23:33,sml-str50,"印象广州无需多说 最开始在这边工作 小伙伴们就带我过来吃 每天下班就过来 住在北京路 去哪里也都方便～现如今爱上打包 今晚大概下雨的原因没有很多人排大队 加了新的品种 尝试了些 依然很爱～ 尤其图三 凡是椰子味的我都超爱啊红豆薏米相遇 新品 去湿同时吃到我爱的芋头 蒽 完美
                            

		                            收起评论",非常好,非常好,非常好,520004
落泪玫瑰送长送短,2016-07-11 21:39,sml-str40,品种繁多，味道还不错，不算便宜。。,很好,非常好,很好,520004
笨笨猫Shirley,2016-07-10 01:39,sml-str40,"这家老字号，记不清有多久没有来吃过她家的甜品了，这次也是幸亏朋友去打包了回来给我们吃的。她家的出品大多已经吃过，但是再吃，不会有其他选择，一定是凤凰奶糊，看到的时候，感觉份量比以前小了很多，不过味道和口感还是维持了水准的，奶香味实在是太浓了，而且口感很滑、细腻，也不会太甜，其实现在这个份量比较合适，甜品太大了也不好。
                            

		                            收起评论",很好,很好,很好,520004
EYSbaby,2016-07-08 12:51,sml-str10,雖說是很久的牌子，但是越做越差，品種是多，不過現在重量不重質吖，真的去了一次就不想再去了，而且價格還一點不便宜，靠著牌子度日子，不知能虛耗多久，雙皮奶感覺和燉蛋一樣，難怪品種咁多，比仁和宜d差遠了！！,差,差,差,520004
姜花_1299,2016-07-08 12:40,sml-str50,甜品不错，就是甜些，价格实惠更好些,很好,很好,很好,520004
20排水桶哥,2016-07-07 21:25,sml-str40,之前来了几次文明路，都没有吃上。这次特地过来，味道不错，有机会还会再过来。,很好,一般,好,520004
则徐后人,2016-07-06 20:46,sml-str40,"离北京路不远，好像叫文明路的十字路口，甜品的种类很多，看着有点眼花撩乱，媳妇比较好这口，上次来广州吃过以后，我也就一直想着，这次特地又跑过来了，东西其实一般，价格也稍贵，可能跟地段有关，可以理解！每次来人都巨多，得排队！环境比较简陋，服务也基本没有，为了吃，也就无所谓了！
                            

		                            收起评论",很好,好,好,520004
常某白,2016-07-06 15:39,sml-str40,"招牌甜品不用说，首先必来一碗凤凰奶糊啦！很香很滑，奶味超级香醇。百花根据春夏秋冬季节特点还分别配了不同的三宝糖水，夏三宝的绿豆海带、椰汁西米、雪耳组合就最消暑了。炎炎夏日，除了怀旧的甜品，试试龟苓膏、双皮奶、芒果西米露、木瓜牛奶、番薯糖水甚至沙冰都行，样样都清凉透心！实实在在，天气热逛街逛到累了来这坐坐，亲切简单舒服。
                            

		                            收起评论",很好,好,很好,520004
271419825l,2016-07-06 14:42,sml-str40,党生日噶时候公司请噶下午茶，随便罗左个系绿豆海带芋头西米加汤圆，汤圆有四个定五个，好大颗，建议可以搓细小小，未食完就饱了，芋头好好食！,很好,很好,很好,520004
佛罗伦萨的暖阳,2016-07-05 23:06,sml-str50,"到广州玩，这家做到了攻略里。看完西汉越王博物馆特地坐地铁到农讲所站，没走几百米就在十字路口找到了。点了从来没吃过的凤凰奶糊，等了大概十分钟，才热腾腾的吃到口。也许是之前没吃过，第一口香滑确实有被惊艳到，奶香里透着蛋香，下面有部分变成了冻状，总之又香又甜又细滑。听说做这个很讲究火候，回家自己做着试试。没吃过别家的，无法比较，这家我给满分。菜单内容多，看着有点乱，能治颈椎病，应该分个类会比较清晰好找。
                            

		                            收起评论",非常好,非常好,非常好,520004
我怎么说饿就饿,2016-07-04 10:43,sml-str40,"下午两三点的时候在附近中山图书馆转了一圈 觉得有点渴 就想去喝个甜品～隔壁有一家玫瑰甜品 不过看起来空间比较小挤满了人 于是就选了百花大姨妈来访不能喝冷的  点了个杏仁奶糊被告知没有 于是换了个核桃奶糊  等了十分钟 刚刚端出来的奶糊暖暖的不会热到喝不下口  不过我个人觉得有些甜 会腻 核桃味和奶味都很浓 入口还可以感受到磨碎的核桃 喝完就是有些腻啦～同样亲戚来访的小伙伴要了个玫瑰奶糊（好像是？）玫瑰味真的好浓啊好喝 有点酸味 酸甜酸甜的 没有核桃奶糊那么腻可还是有点腻 啊(｡ì _ í｡)夏天就应该喝冰冻糖水类才不会腻嘛！然后还有小伙伴点了一杯忘了叫什么名字的～
                            

		                            收起评论",很好,好,很好,520004
DTomoko,2016-07-03 23:53,sml-str40,"环境: 在中山图书馆往前一点，好大个百花招牌，店面不大但很整洁，工作日中午去到，人不算很多但还是要排队呢，果然很受欢迎，听说也是轩仔很喜欢的甜品店呢；食物: 甜品种类好多啊，目测有百几款糖水，但排号都排到三百呢，这里还很有心思，会根据季节选材制作甜品和糖水，最出名是春夏秋冬三宝，每个季节材料不同，价格几元到十几元，虽然份量不多，但味道和用料都实在，性价比都几高；#凤凰奶糊#10元热的，小小一碗但很浓奶香味，均匀的淡黄色很吸引，勺子是可以稳稳地放在上面的哦，吃起来够甜但不会腻，蛋黄和牛奶完美融合，很香滑又没有成结的蛋黄，凝结得刚刚好；服务: 先付后食，貌似奶糊要稍微等几分钟。
                            

		                            收起评论",很好,好,好,520004
袁野向日葵,2016-07-03 18:19,sml-str40,"位置：他家在十字路口那，很好找，因为排队的人很多，附近还有炖品的店，可以去他家再去喝炖品环境：店面不大，右边点单，左边拿餐，菜单在头顶，一百多种，第一次去的就点收银台旁边小牌子上的就可以了。隔壁可以坐着吃，不过地方太小了。。。做不了多少人，所以排队跟抢座位都是技术活啊口味：买了最出名的凤凰奶糊，真心很好喝啊。。。里面有鸡蛋，味道香醇，好喝的不要不要的，自己就可以喝好几碗。三宝要的夏三宝，里面有海带，我只能说第一次觉得海带这么好吃，确实很棒，就是吃起来老觉得怪怪的，虽然很好吃。一碗不是很大，好喝的真的一个人就要点好几碗才行。服务：对于这种死脑筋的大姐也是醉了，奶糊必须一点以后才能做，因为中午服务员都休息，没人做。。。我都说了先交钱，一会到点再来拿，结果非不让。。。我又不摧。。。害的我排了两次队，反正服务员都是比较***的女的，点餐之前最好自己想清楚了要什么啊。。。
                            

		                            收起评论",很好,好,好,520004
芝士达人,2016-07-03 08:54,sml-str40,广州的甜品都那么甜腻么？！雨天的广州格外闷热，点了份绿豆薏米加鲜奶去湿，绿豆薏米是软糯的，鲜奶里加了陈皮是提味的，倒是不要放那么多糖好不好，清爽口感瞬间打破……,很好,好,好,520004
一脸欠抽的搬砖工,2016-07-02 22:58,sml-str50,"百花甜品人地说是老字号的糖水铺，那我就去试试咯，但是实在太花多眼乱啦，那个餐单税蛇春甘长，要那样吃晒的话，估计要每天来吃一款，要来足三个月才能吃过一遍。不过价钱还是挺实惠的，算亲民啦。就是排队等位时等得好久。
                            

		                            收起评论",非常好,非常好,非常好,520004
吃不完的萌萌哒,2016-07-01 16:07,sml-str50,味道不错，位置不多。很好看见。,非常好,非常好,非常好,520004
twotwo10,2016-06-29 23:03,sml-str50,"【位置】店铺较为靠近农讲所地铁站，在中山图书馆对面。铺位比较好找。可是实际座位不多。【服务】甜品店基本属于自助服务。排队给钱，自己拿餐的。店员服务态度稍好。会告诉你怎么做。【菜品】凤凰奶糊稍甜，一个人吃有点腻。凤凰奶糊加红豆则刚刚好。热椰汁香芋西米露味道刚刚好，冷的味道稍淡。冷的紫薯红豆西米露味道也不错。西米露的软糯口感棒棒哒！龟苓膏加雪球，雪球是香草味的，入口口感很不错，加上龟苓膏的微苦的味道，完全不觉得腻。【总体】店面较小，价钱很合理，出品不会太差，有小时候家里吃糖水的味道。基本上很多街坊都会去光顾，也有不少外地人慕名而来。
                            

		                            收起评论",非常好,非常好,非常好,520004
leeman207330,2016-06-29 21:08,sml-str40,玫瑰无开，好想食双皮奶就食百花啦。打包左个双皮奶同香芋西米，双皮奶偏甜，食完一碗好漏。香芋西米还可以啦，我觉得椰奶可以再多d，不过料就好足,很好,很好,很好,520004
锦衣想当美食家,2016-06-29 14:47,sml-str40,"司机跟我们说这家店超级老超级出名，我们才来的，快11点了人还很多，我傻傻地点了个奶糊，吃的时候才后悔，应该点凉品的。不过奶的味道是真的很醇厚。还可以往里头加汤圆，个大馅多。店家会问你，要热的，还是冻的。冻的就是凉品啦，液体的。外地人还真是有点一愣一愣的。从柜台拿了小票之后再去窗口给店员，他们就会把甜品给你。我觉得还是要吃一下，广州人吃的经典甜品，才不枉来过广州。
                            

		                            收起评论",很好,很好,很好,520004
黛玉兔小姐,2016-06-28 19:19,sml-str40,不错，红豆皮煮得很软糯完全和红豆肉融合在一起，完全吃不出皮的感觉，好棒！绿豆黑芝麻好香甜，浓郁的芝麻香还有美妙的陈皮的滋味，环境就那样服务也谈不上，但还是值得再去,非常好,好,好,520004
eatingmomos,2016-06-28 09:00,sml-str50,生姜窝蛋奶，像这种咸咸甜甜又有益健康的奇怪甜品也只有我大天朝最多了,非常好,非常好,非常好,520004
果锅Amy(o^^o),2016-06-27 18:57,sml-str30,"这家是DP上人气比较旺的甜品店啦~店铺挺大的，不过分了几块，需要在买单那里下单然后取食品自己找位置做，比较自助的一家店这家店的糖水品种真心多，简直眼花缭乱啊~各种搭配选了香芋西米露，加鲜奶的~芋头很粉，西米煮的还行，不会粘块，也不会太烂~
                            

		                            收起评论",好,好,好,520004
花椒酱～,2016-06-27 16:19,sml-str40,第二次来吃百花，点了绿豆薏米西米，夏日吃起来下火清凉，味道很不错，喜欢这附近的小吃,很好,很好,很好,520004
dpuser_28413393161,2016-06-27 14:28,sml-str30,点了芝麻糊，很不错，下次试试红豆沙,很好,好,好,520004
人过无痕,2016-06-26 23:33,sml-str40,"跟着攻略来的店～很亲民的价格，好多人～点了凤凰奶糊，红豆糖水，香芋西米，双皮奶，龟苓膏，番薯糖水这家糖水都是放了生姜的，为了去湿，甜度正好，推荐热的奶糊，真的很特别，虽然是热的这家没有空调，但是还是很热闹的～
                            

		                            收起评论",很好,很好,很好,520004
笑笑是小吃货,2016-06-26 23:16,sml-str30,老字号打卡，点了双皮奶，无感。,好,好,一般,520004
虾饺烧卖,2016-06-25 21:28,sml-str30,好久没来百花了，专门过来吃糖水，新装修后坐得舒服好多了，还是这么多人排队，自己买自己取，一站式自助服务，但出品有一点点下降了。,好,好,好,520004
happymenglei,2016-06-25 20:54,sml-str50,太赞了，来广州旅游，经广州同学推荐来吃，被惊艳到了，很好吃！,非常好,非常好,非常好,520004
广州牛蹲大学兽医系,2016-06-25 20:04,sml-str10,"夜晚就会有好多人排队，作为经常去中图踩场的老广忍不住要试试，最保险要了10元的双皮奶还是只有冷的没有热，没有姜埋奶，全部甜品都是现成的，双皮奶非常难吃，绝对是冲调品，跟小食店现成的双皮奶一样，隔壁两个外地女孩的椰汁西米露也说一般，想不到老字号这样被市场化搞到面目全非，只是剩下位置吸引眼球，196＊年创始令人伤心。
                            

		                            收起评论",差,一般,一般,520004
加贝乐KA,"2016-06-25
  更新于2016-06-26 00:29",sml-str20,"这样的所谓老字号，名声在外！服务态度实在太差！本身糖水就卖的比人家贵，双皮奶都10蚊起，香芋的就是几大块芋头。服务员一个个黑口黑面的，你去消费还当你去给她找麻烦。还反呛顾客，你们吃这10零蚊的糖水，我地加班费都唔够啦！难怪如今众多广州的老字号都日益萧条！这样的服务态度，看百花如今也是越做越差，可惜了这个金字招牌
                            

		                            收起评论",一般,一般,差,520004
溺水小刀,2016-06-25 12:33,sml-str50,"在星期一的下午，顶着大太阳，拖着行李箱，走了很远的路，终于到了这家店。一开始就被店外写得密密麻麻的甜品名称所震惊，初来乍到，根本不知道从哪里点起。最后两个人点了三份还比较熟悉的红豆双皮奶，木瓜椰汁西米露，红豆沙。可能因为工作日加上天热的关系，并没有几个人在排队，很快就拿到了，真的很好吃！木瓜炖的口感很好，而且给的料很足，红豆双皮奶也是满满的红豆，看着就有食欲，红豆的香甜软糯，加上双皮奶的淡淡奶香，融合的刚刚好。红豆里面应该都加了陈皮，有一种特殊的香气。开始的时候还有点吃不习惯。就是天气太热，坐在风扇旁感觉也在一直出汗，下午四点左右学生刚刚放学，很多都走到店里去买份甜品，大概是要带回家吃的。店面正坐落在十字路口，坐在店里看街上安静有序的交通人流，年代感的建筑，郁郁葱葱的树木，感觉时间静止了，很舒服
                            

		                            收起评论",非常好,非常好,非常好,520004
Myth麦雅棠,2016-06-24 19:31,sml-str50,"去的时候天气很热 店里没空调…奶糊只有热的 有点遭罪 是现煮的 还等了5分钟 满满一碗 很顺滑 奶味很浓 有小时候喝的奶粉的味道 很甜 但是我喜欢吃甜食所以还是很钟意的 不过又是夏天又是热的也没有全部喝完 还是建议可以share一下 一整碗喝下去会腻
                            

		                            收起评论",非常好,好,很好,520004
virgo823ljh,2016-06-24 10:36,sml-str40,据说是广州出名的甜品店，种类很多，环境简陋，我吃着感觉味道一般,很好,好,好,520004
小包子2003,2016-06-23 08:19,sml-str40,品种繁多，味道还不错，不算便宜。,很好,好,好,520004
猪囝包,2016-06-22 22:00,sml-str40,"放了好久的图片现在才发，这里有着老广的回忆，有着老广的情怀。冬天吃冬三宝，夏天吃夏三宝。我喜欢夏三宝，尤其喜欢吃马蹄。对于我来说，甜味有点过了，但每次看到，都忍不住买。好喜欢芝麻糊的味道，如果不那么甜绝对100分
                            

		                            收起评论",很好,很好,很好,520004
上～善若水,2016-06-21 19:55,sml-str50,他家的双皮奶反倒不太爱吃，芝麻糊不错。每次都要带几碗走。,非常好,好,好,520004
Rebecca737,2016-06-21 08:34,sml-str40,"專程來吃甜品，給店裡打電話，說是營業時間早9:00-夜裡00:00，就放心慢慢溜達過去～這裡的甜品甜而不膩，門庭若市～聽說是廣州的老牌子，特來此一遊，點了夏三寶，椰汁木瓜西米露和綠豆沙西米露，三寶是最讚的，裡面有去火的銀耳，還帶，綠豆沙，西米露，感覺有三寶就不用點綠豆沙西米露了，下次想吃鳳凰糊，龜苓膏，看到吃友們推薦，不會錯～本店交通便利，鄰近中山圖書館，步行至北京路十分鐘或一刻鐘左右，很近～坐地鐵一號線農講所即到～唯一不足是人多，點單要等，取吃的還要等～店鋪面積不大，無空調，怕熱的朋友要選擇凍甜品，很解暑～走得時候還排著大廠隊～感覺好幸運，好吃的都在這附近～下次還來～
                            

		                            收起评论",非常好,好,非常好,520004
做一个敬业的吃货,2016-06-20 23:41,sml-str50,"慕名而来，看了菜牌彻底晕了，选择也太多了！绿豆海带、红豆、薏米、芋头、银耳、西米、花生、眉豆、木瓜、鲜奶，还能加雪糕～～～各种食材的排列组合，真佩服广东人，也真羡慕广东人，这么多好吃的。纠结半天最后点了绿豆薏米加银耳，绿豆和薏米炖的很糯了，银耳还是带脆脆的，冰的一碗下肚真是好解暑。
                            

		                            收起评论",非常好,非常好,非常好,520004
TQCinderella,2016-06-19 15:33,sml-str30,店很小，有空调但没开，好热。点了凤凰奶糊，蛋奶味很浓，挺好喝的，但好烫。,很好,好,好,520004
詹小胖要吃饱,2016-06-17 09:14,sml-str40,凤凰奶糊，杏仁奶糊，木瓜牛奶……大半夜的来了四碗，给我撑得走不了路。其实奶糊对于夏天并不很适合，热热的，但是我难得来一次阿，必须试菜单。点单交钱的方式都按程式化，快捷便利。晚上大半夜的还好多人排队。,很好,很好,很好,520004
兰花楹梦,2016-06-16 21:39,sml-str30,"店铺挺小的，很多人在排队，文明路这边有几家名店，可是不集中，走的很累，这家店有几百种糖水，看的我都晕了，点了最出名的凤凰奶糊，好吃，奶味很浓厚，不过感觉有点腻，而且觉得和杨枝甘露的底差不多，最后还点了雪耳绿豆沙～……
                            

		                            收起评论",好,好,好,520004
seasonxp,2016-06-16 17:03,sml-str30,"今天经过文德路，就算横风横雨，都想着去文明路吃吃百花。本来想点凤凰奶糊，结果说没有，就随便点了冻的绿豆薏米银耳糖水，热的红豆香芋西米糖水。我点的冻绿豆还不错，不太甜。而热的红豆就超级甜了，要两个人分着吃才吃得完。百花糖水的豆类熬的很绵软很大颗，特别好吃，要是糖分能少点就更好了，我还是很想念我的凤凰奶糊
                            

		                            收起评论",好,一般,一般,520004
dpuser_5154095612,2016-06-15 23:44,sml-str30,"老字號甜品店，價錢好貴好貴，地點在市中心，又近步行街，鋪租貴就自然賣貴一點，唉，可以理解的，味道一般一般，可能現正外面甜品店也多，創新品種也多，所以覺得味道一般啦，不過不失咯，不過還是都挺多人來吃的，哈哈哈。
                            

		                            收起评论",好,好,一般,520004
zhongyanxian,2016-06-14 23:06,sml-str40,有名的甜品店，环境服务只能说一般，味道还行，最喜欢吃杏仁奶糊，只是店家生意太好了，外卖要15份以上才送货,很好,很好,很好,520004
kichen,2016-06-14 22:24,sml-str30,"对上1次吃百花甜品己有NN年了，没有来这1带逛真的不会专门过来吃甜品了，店面比以前大了很多，甜品种类也多到不知如何选择，价格也1路上涨了，选择困难症考虑了N久，虽然难得来吃1次，还是选择比较传统的甜品品尝，鲜奶香芋红豆沙12元左右，份量不大，香芋切得很大块，很粉很香，红豆1粒粒很大颗，入口也很粉，带陈皮味道，很好吃。有机会路过再试下其他甜品。
                            

		                            收起评论",好,一般,好,520004
山上跑丢的野猴子,2016-06-14 16:03,sml-str50,"吃完晚饭无事做，沿着江边一路走到百花吃甜品。百花常年任何时间都人满为患，幸好流动性也很强，很快就有座位，购买也很快，流水线作业还是很熟练地。坐下来吃的时候发现四周都是说普通话的外地人，百花已经彻底被旅游人士笼罩了，就像我们到了香港吃豚王拉面一样。说粤语的广州本地人都不知道被挤到哪里去了，这儿成旅游景点了。红豆双皮奶：百花的招牌就是红豆，这里的红豆芳香大颗，比芬芳的好吃，是我每次必点的最爱。首推。绿豆沙：整体还可以，绿豆味浓厚，都是纯正的，和芬芳差不都。椰汁龟苓膏：也和芬芳的差不多，不过比芬芳贵好多。芬芳才9元，这里要12-13元。另外龟苓膏还是炼奶的好吃，椰汁的果然一般。百花在我心里位置不会改变，经过时还是会继续来吃甜品的。希望保持品质。另外既然客人如此多，拜托也弄个空调吧。
                            

		                            收起评论",非常好,好,好,520004
Adward_R,2016-06-13 23:42,sml-str40,"老字号，品类极其繁多，建议上午十一点或以后来，十点多虽然也开着勉强可以当早饭吃，然而很多东西都没有，为了吃个奶糊啊……然而确实是有点没搞匀，太流，隔壁的后起之秀反而好一些。原碗龟苓膏配炼奶个人非常喜欢，苦醇感十分饱满，炼奶一点点加，先甜后苦，并不腻的。在杭州吃的龟苓膏与之相比确实不算个事儿啊，人家都是一整块费劲挖着吃的呢-w- 三宝也不错，绿豆等佐料中和了红豆的甜腻，虽然汤水还是非常的甜，但是近似于冰糖、黄糖的甜，有一些层次感的，吃完炼奶去碰这个反而觉得爽口。果然是夏天的食物了。
                            

		                            收起评论",很好,一般,一般,520004
傻傻呆呆的瓜瓜,2016-06-12 23:13,sml-str30,"身为广州人，可是我居然没有吃过百花……今天刚好在附近办事，于是和朋友走过来试试……其实就在达扬炖品往中山图书馆方向再走一点就到了……我们去的时候刚好十二点多，人不是很多……可能还没到吃甜品的时间，哈哈……甜品味道还行，不过没有惊艳的地方……
                            

		                            收起评论",好,好,好,520004
王艳Sharon,2016-06-12 12:40,sml-str40,久负盛名的百花甜品，特意一试却感觉盛名之下其实难副。点了双皮奶和红豆薏米。太甜太甜，白糖不要钱吗？吃了几口难以为继。双皮奶爽滑不够，红豆薏米加了陈皮煮的，味道见仁见智吧。,很好,好,好,520004
星莎不是星沙,2016-06-11 18:00,sml-str40,"哈哈，第一次看到这个店的菜单简直震撼，密密麻麻一大版～不过多数都是基础甜品上加各种料～（ˉ﹃ˉ）很难抉择啊口味并不惊艳，不过很有口感，每一口都很浓郁～红豆好大颗（☆_☆）满满全是～有图有真相～有个小牌子，上书不准带炒螺和椰子鸡～刚刚吃完椰子鸡才来的，哈哈～这里可以吃一条街啊～就是要错开人群啊，不然都要排队哦。
                            

		                            收起评论",很好,好,好,520004
Joyce_HJL,2016-06-11 12:20,sml-str40,甜品不错，顾客也很多，老牌的品牌效应真不错，希望质量一直保持下去,很好,很好,很好,520004
360_蔡颖露,2016-06-11 00:18,sml-str50,每次去文明路必吃！小时候的味道！正,非常好,很好,很好,520004
JONNY-陈,2016-06-10 01:24,sml-str50,品种超多，然后味道也很惊人，终于尝到最正宗的了，感谢朋友的带领！美女学妹出没高发地！！！,非常好,好,很好,520004
芝麻鱼,2016-06-09 17:06,sml-str50,一家老店慕名而来，绿豆薏米雪耳适合这个季节，凤凰奶糊不错就是烫需要慢慢吃，龟苓膏不错量足，品种多不过别多点，吃不完哦,非常好,一般,很好,520004
mirandazcl,2016-06-07 14:45,sml-str30,"喝完达扬来吃甜品，甜品种类多的看不过来，还好事先做了攻略，不然选择困难症一天都决定不了了；凤凰奶糊（10），奶味带鸡蛋味，好喝，不过总有种熟悉的感觉；夏三宝（8.5），有绿豆，银耳，西米，海带，椰汁；银耳还是硬的，没烧出黏头，总体一般，后来在吃的地方看到贴了四季三宝的明细，早知道选秋或者冬三宝啦，有我爱的芋头
                            

		                            收起评论",好,一般,一般,520004
麻麻麻团蔸,2016-06-07 10:31,sml-str50,"第一次去广州，仅有的半天时间就是吃吃吃，战斗力太弱，吃了几家就已经走不动路了，攻略上都说去广州一定要去北京路，从头吃到尾，到百花甜品店的时候其实已经吃不下了，尝试性的吃了一口凤凰奶糊，绝对，其他都可以不吃，这个，一定要吃，特别好吃，一点不夸张，感觉会为了这个再去趟广州，价格也不贵，不可外带进店
                            

		                            收起评论",非常好,很好,很好,520004
波罗的海漂蜜蜡,2016-06-06 14:51,sml-str40,甜品种类繁多，排队的人很多，口味还可以。,很好,一般,好,520004
sunseamm,2016-06-06 13:35,sml-str40,"达扬炖品加【百花甜品】绝对是固定搭配，不说别的，就是看到【百花】店里满满当当一墙几百种甜品，感觉也是要给跪了。广东的甜品，清一色的味道够浓料够足，【红豆沙】夏天喝最解暑；【凤凰奶糊】很对我个人的胃口，奶香味里面有鸡蛋的香味，就是太烫；【番薯糖水】是很地道啊，可是外地人就不是很吃得惯，姜味太重；有一次尝试过【绿豆海带】，这种奇葩的搭配竟然也可以和谐。晚上大半夜店里的人也不少，有一次白天去还看到中年的本地人在慢慢的喝这【芝麻糊】，很广州的味道。
                            

		                            收起评论",很好,一般,好,520004
奋斗在食品一线的小菁,2016-06-06 13:30,sml-str50,"毫不夸张的说，我在广州几天就吃了几顿百花，真羡慕广州人民啊，那么亲民的价格，那么实在的甜品，各种搭配组合，品种多至上百种。怎么点都不会错因为都很好吃。特别推荐凤凰奶糊，红豆沙和芝麻糊。每个都是10元左右，很多当地人吃。
                            

		                            收起评论",非常好,非常好,非常好,520004
兔子是小面团,2016-06-05 14:04,sml-str40,奶糊太太太甜，有旺仔牛奶的感觉,很好,很好,很好,520004
食_食,2016-06-04 22:21,sml-str40,还是那么好吃啊，红豆椰汁西米 ，木瓜椰汁西米～不错 没有奶糊那么甜 刚刚好啊对我来说,很好,一般,好,520004
真相只有一个假货却又很多,2016-06-04 21:27,sml-str40,味道保持一样水准、但价格就升幅唔小,很好,很好,很好,520004
白无,2016-06-04 13:24,sml-str40,我觉得凤凰奶糊很特别哦，奶香中带有淡淡茶味清香？缺点是要等，以及不要夏天吃不要夏天吃，热得哦～味道还是很喜欢的～红豆沙里面有陈皮，味道很不错，熬煮得烂烂的，入口粉粉的绵软啊，大爱！,很好,好,好,520004
magarate2004,2016-06-03 22:50,sml-str50,凤凰奶糊，香甜可口，奶味十足；红豆沙，甜糯，不错的甜品店啊……,非常好,很好,非常好,520004
咔嚓歪Xy,2016-05-31 23:11,sml-str40,"文明路上又一老字号糖水铺，其实我都是几年前才来这里吃糖水，所以没有什么特别的感情，很多人来吃，排长龙经常，朋友很喜欢来这里吃，其实我觉得也就差不多，没有特别惊艳，还可以，仅仅这样了，不过选择挺多，又方便打包，可以试下这里的招牌，还是可以的感觉。环境就一般，没什么人收拾，都是自己搞了，不然想坐都难，哈哈。
                            

		                            收起评论",很好,很好,很好,520004
Yeaf______,2016-05-31 17:01,sml-str40,"地址：文明路210号喝过最好喝的陈皮红豆沙 陈皮不抢味红豆煮的软烂 带着陈皮的香涩第一勺就伴着淡淡的陈皮香气入口  甜而不腻 一整碗在胃里的感觉简单踏实姜汁汤丸是最适合冬天的窝心甜品汤丸包裹着芝麻味的心 像小时候家里老人手作的美味 姜汁味的甜汤水 把握的刚刚好一口汤丸带着汤 暖到心里去凤凰奶糊 看到很多人推荐就想着试试看据说是现煮的 所以时间需要长一些蛋奶香 稍微甜腻些 不同于双皮奶 又却有着类似的风味
                            

		                            收起评论",很好,很好,很好,520004
布丁爱吃水果,2016-05-29 01:39,sml-str40,口味不错，但是环境就算了和大排档差不多，服务有点糟糕，不过还好口味加分,非常好,好,好,520004
卡勒斯镇长,2016-05-28 23:39,sml-str40,"熙熙攘攘的文明路上，有这么一家具有三十年历史的老店——百花甜品。始创于1986年的它，现今已成为文明路上一道必不可少的风景线。店铺始终坚持“百业繁荣诚为重，花开争艳宾客来”的原则，每天为顾客提供足料美味的糖水。百花除了是老广们下午茶的好去处，作为广州仔的张敬轩也是这里的常客。想追星的你们，别怪我没有提前告诉你有这么一个好去处啦。
                            

		                            收起评论",很好,很好,很好,520004
juwenjun001,2016-05-28 21:45,sml-str50,口味好 但是环境一般 毕竟是老店 一直以口味1取胜。,非常好,很好,很好,520004
Mary1231,2016-05-27 17:55,sml-str50,广州老字号，晚上9点半去的，人非常多，座位很紧俏。甜品种类非常多，冷的热的都有，味道都挺好的，但是姜汁撞奶和第一口还可以，喝到后面非常甜，价格不贵，货真价实。,非常好,一般,好,520004
wo一路有你,2016-05-27 13:14,sml-str40,*\(^o^)/*向日葵@百花甜品店下午茶时间，外卖回来的海带绿豆糖水好足料。虽然有点偏甜，总体还不错。,很好,很好,很好,520004
日晷Tea,2016-05-26 08:38,sml-str50,红豆双皮奶，各种奶糊，吃得非常开心。,非常好,好,很好,520004
fanny413,2016-05-25 00:27,sml-str40,"文明路有很多老字号的小食店--百花甜品是其中之一，这家甜品店开业至今三十年，依然人气旺盛。每次来都要排队，甜品种类繁多，门口有个大型价目表，慢慢看的话，5分钟都看不完，付款后要自己拿甜品，自己找座位，本身地方就不大，位置很难找。个人喜欢的吃马蹄沙、双皮奶、绿豆沙……
                            

		                            收起评论",很好,好,好,520004
黄色小鸭鸭鸭鸭,2016-05-24 23:24,sml-str50,"这家甜品店的种类简直无法用多来形容 看到菜单已经跪了 不愧是点评数量这么多的店……【绿豆沙】其实不是绿豆沙拉而是绿豆汤 加了薏仁后超有嚼劲【西米露】椰奶西米露 奶香超浓 一口一口停不下来【红豆西米露椰奶杯】这个是上面两个吃完后还意犹未尽的产物…里面还加了雪糕（草莓味）喜欢这种可以自己混搭的风格 不过一不小心就可能点多了……
                            

		                            收起评论",非常好,非常好,非常好,520004
mark_6586,2016-05-24 22:21,sml-str30,这间甜品店系老牌子，好多人排队买甜品,好,好,好,520004
ddsunny,2016-05-24 18:19,sml-str40,简单的店面，甜品种类超多，选择困难，点了红豆薏米芋头，还不错，但芋头不好，红豆没有玫瑰的好，可能没点到精华吧，整体可以,很好,好,很好,520004
